Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
THIRD-300429,M,Nottingham,Normal,Female,Snacks,2.48,7,0.83,18.36,30/11/2025,12:57:41,Credit Card,17.49,0.17,3.0,5.9
THIRD-300430,M,Nottingham,Normal,Female,Household,6.21,8,2.39,52.66,11/11/2025,08:51:27,Debit Card,50.15,0.19,9.61,5.1
THIRD-300431,M,Nottingham,Member,Male,Personal Care,17.96,1,0.86,19.04,07/05/2025,16:16:20,Debit Card,18.13,0.21,3.85,6.6
THIRD-300432,N,Leicester,Normal,Female,Fresh Produce,5.79,2,0.56,12.28,26/10/2025,19:54:19,Credit Card,11.7,0.08,0.94,7.3
THIRD-300433,P,Coventry,Member,Male,Household,19.32,6,5.57,122.9,13/07/2025,18:08:14,Credit Card,117.05,0.19,22.45,5.9
THIRD-300434,P,Coventry,Normal,Female,Baby Products,5.11,1,0.25,5.42,03/01/2025,12:48:57,Debit Card,5.16,0.18,0.93,7.1
THIRD-300435,M,Nottingham,Member,Female,Frozen Foods,14.16,10,6.81,150.16,09/12/2025,11:44:44,Cash,143.01,0.1,14.44,8.1
THIRD-300436,M,Nottingham,Normal,Female,Fresh Produce,9.99,12,5.77,127.14,28/01/2025,12:52:23,Mobile Wallet,121.09,0.08,9.78,8.0
THIRD-300437,N,Leicester,Member,Male,Bakery,7.84,1,0.38,8.32,22/06/2025,15:05:29,Credit Card,7.92,0.11,0.88,6.2
THIRD-300438,M,Nottingham,Member,Male,Baby Products,30.77,7,10.36,228.36,23/07/2025,14:27:44,Credit Card,217.49,0.18,39.52,5.4
THIRD-300439,P,Coventry,Member,Female,Frozen Foods,18.48,12,10.66,235.1,03/10/2025,15:26:28,Mobile Wallet,223.9,0.1,22.6,8.4
THIRD-300440,N,Leicester,Member,Male,Baby Products,30.51,10,14.67,323.47,21/12/2025,09:38:15,Credit Card,308.07,0.18,55.98,6.0
THIRD-300441,M,Nottingham,Member,Male,Dairy & Eggs,6.15,6,1.77,39.09,31/03/2025,17:46:42,Debit Card,37.23,0.07,2.63,6.8
THIRD-300442,N,Leicester,Normal,Female,Snacks,5.81,2,0.56,12.33,03/07/2025,12:44:25,Mobile Wallet,11.74,0.17,2.01,7.5
THIRD-300443,P,Coventry,Normal,Female,Personal Care,7.22,7,2.43,53.56,05/04/2025,13:52:05,Credit Card,51.01,0.21,10.81,6.6
THIRD-300444,N,Leicester,Member,Male,Bakery,3.94,1,0.19,4.18,23/08/2025,12:28:17,Mobile Wallet,3.98,0.11,0.45,7.3
THIRD-300445,P,Coventry,Member,Female,Personal Care,5.72,3,0.83,18.2,10/01/2025,17:30:01,Debit Card,17.32,0.21,3.67,6.9
THIRD-300446,N,Leicester,Normal,Female,Frozen Foods,4.5,1,0.22,4.78,16/11/2025,13:31:11,Debit Card,4.55,0.1,0.46,5.9
THIRD-300447,P,Coventry,Normal,Female,Fresh Produce,11.22,6,3.24,71.38,25/07/2025,20:09:30,Cash,67.98,0.08,5.49,7.9
THIRD-300448,M,Nottingham,Member,Female,Frozen Foods,8.83,5,2.12,46.8,18/02/2025,18:09:27,Debit Card,44.57,0.1,4.5,7.3
THIRD-300449,M,Nottingham,Member,Male,Personal Care,29.68,3,4.28,94.4,28/11/2025,14:05:29,Debit Card,89.9,0.21,19.06,6.4
THIRD-300450,M,Nottingham,Normal,Male,Snacks,0.67,3,0.1,2.12,04/05/2025,13:17:09,Debit Card,2.02,0.17,0.35,5.0
THIRD-300451,M,Nottingham,Normal,Female,Household,19.43,6,5.6,123.56,15/08/2025,15:59:30,Mobile Wallet,117.68,0.19,22.58,5.5
THIRD-300452,M,Nottingham,Member,Female,Personal Care,21.75,5,5.23,115.27,05/02/2025,13:32:42,Mobile Wallet,109.78,0.21,23.28,5.0
THIRD-300453,P,Coventry,Member,Female,Snacks,5.73,13,3.58,78.97,02/09/2025,18:06:23,Debit Card,75.21,0.17,12.91,6.4
THIRD-300454,N,Leicester,Normal,Female,Health & Wellness,33.53,8,12.9,284.36,21/12/2025,19:19:16,Mobile Wallet,270.82,0.24,65.61,5.9
THIRD-300455,M,Nottingham,Normal,Male,Dairy & Eggs,6.13,2,0.59,12.99,03/09/2025,10:05:04,Cash,12.37,0.07,0.87,7.2
THIRD-300456,P,Coventry,Normal,Female,Personal Care,5.63,4,1.08,23.86,28/02/2025,19:59:09,Credit Card,22.72,0.21,4.81,4.6
THIRD-300457,N,Leicester,Normal,Female,Frozen Foods,4.58,2,0.44,9.7,25/08/2025,19:52:31,Debit Card,9.24,0.1,0.93,6.1
THIRD-300458,M,Nottingham,Normal,Male,Health & Wellness,30.06,7,10.12,223.04,05/12/2025,11:03:31,Cash,212.42,0.24,51.46,6.5
THIRD-300459,M,Nottingham,Member,Female,Beverages,12.68,3,1.83,40.32,19/08/2025,11:59:56,Debit Card,38.4,0.13,5.04,8.5
THIRD-300460,P,Coventry,Normal,Female,Bakery,10.65,3,1.54,33.87,12/10/2025,16:30:01,Credit Card,32.26,0.11,3.58,4.3
THIRD-300461,M,Nottingham,Normal,Female,Personal Care,13.37,1,0.64,14.18,25/04/2025,17:52:17,Debit Card,13.5,0.21,2.86,8.4
THIRD-300462,M,Nottingham,Member,Female,Fresh Produce,6.66,10,3.2,70.56,13/02/2025,13:23:22,Debit Card,67.2,0.08,5.43,8.9
THIRD-300463,N,Leicester,Normal,Male,Fresh Produce,9.9,1,0.48,10.5,18/02/2025,14:13:05,Debit Card,10.0,0.08,0.81,6.2
THIRD-300464,M,Nottingham,Member,Female,Health & Wellness,30.78,4,5.92,130.54,03/01/2025,17:51:25,Credit Card,124.32,0.24,30.13,5.4
THIRD-300465,P,Coventry,Member,Male,Fresh Produce,8.5,6,2.45,54.04,10/07/2025,12:30:34,Mobile Wallet,51.47,0.08,4.16,7.9
THIRD-300466,N,Leicester,Member,Female,Baby Products,26.46,9,11.45,252.43,03/05/2025,17:40:08,Credit Card,240.41,0.18,43.68,6.6
THIRD-300467,P,Coventry,Member,Male,Snacks,5.7,7,1.92,42.29,08/01/2025,13:29:36,Debit Card,40.28,0.17,6.91,6.1
THIRD-300468,M,Nottingham,Member,Male,Baby Products,7.13,2,0.69,15.13,10/02/2025,18:56:40,Credit Card,14.41,0.18,2.62,6.8
THIRD-300469,P,Coventry,Normal,Male,Household,22.53,1,1.08,23.88,06/05/2025,14:39:10,Debit Card,22.74,0.19,4.37,6.5
THIRD-300470,N,Leicester,Member,Male,Baby Products,28.51,9,12.33,271.97,27/08/2025,17:34:01,Credit Card,259.02,0.18,47.06,8.6
THIRD-300471,P,Coventry,Member,Female,Bakery,4.6,6,1.33,29.24,12/10/2025,19:12:00,Credit Card,27.85,0.11,3.1,6.8
THIRD-300472,N,Leicester,Normal,Male,Health & Wellness,29.85,12,17.22,379.7,20/01/2025,18:37:25,Credit Card,361.62,0.24,87.62,6.6
THIRD-300473,M,Nottingham,Member,Female,Bakery,4.84,2,0.47,10.26,25/02/2025,15:36:07,Mobile Wallet,9.76,0.11,1.08,7.4
THIRD-300474,M,Nottingham,Member,Male,Frozen Foods,17.62,7,5.93,130.74,20/07/2025,13:49:21,Credit Card,124.51,0.1,12.57,7.6
THIRD-300475,M,Nottingham,Normal,Female,Personal Care,16.37,11,8.66,190.89,09/10/2025,19:37:36,Mobile Wallet,181.8,0.21,38.54,5.2
THIRD-300476,P,Coventry,Normal,Female,Dairy & Eggs,3.49,4,0.67,14.82,27/06/2025,13:06:13,Cash,14.11,0.07,1.0,5.7
THIRD-300477,P,Coventry,Normal,Female,Personal Care,27.84,5,6.69,147.57,08/03/2025,11:28:57,Cash,140.54,0.21,29.8,6.4
THIRD-300478,P,Coventry,Normal,Female,Personal Care,9.1,2,0.88,19.3,15/11/2025,10:24:09,Credit Card,18.38,0.21,3.89,6.4
THIRD-300479,P,Coventry,Member,Male,Beverages,15.09,6,4.35,95.98,13/05/2025,15:48:55,Debit Card,91.41,0.13,12.0,6.1
THIRD-300480,M,Nottingham,Normal,Male,Snacks,1.1,4,0.21,4.67,10/01/2025,09:46:29,Debit Card,4.45,0.17,0.76,7.1
THIRD-300481,M,Nottingham,Normal,Male,Health & Wellness,26.26,9,11.36,250.54,14/09/2025,11:21:41,Credit Card,238.61,0.24,57.81,7.5
THIRD-300482,M,Nottingham,Normal,Male,Fresh Produce,3.28,5,0.79,17.37,30/07/2025,15:53:33,Debit Card,16.54,0.08,1.34,6.9
THIRD-300483,P,Coventry,Normal,Male,Snacks,5.42,3,0.78,17.23,23/06/2025,18:59:39,Debit Card,16.41,0.17,2.82,5.9
THIRD-300484,M,Nottingham,Member,Female,Dairy & Eggs,2.68,2,0.26,5.69,26/08/2025,20:42:15,Mobile Wallet,5.42,0.07,0.38,5.9
THIRD-300485,P,Coventry,Member,Female,Bakery,4.21,3,0.61,13.4,15/11/2025,15:16:21,Debit Card,12.76,0.11,1.42,7.5
THIRD-300486,P,Coventry,Member,Male,Frozen Foods,9.97,5,2.4,52.87,01/10/2025,17:00:42,Credit Card,50.35,0.1,5.09,5.0
THIRD-300487,P,Coventry,Member,Male,Dairy & Eggs,6.52,7,2.19,48.38,12/09/2025,19:06:20,Debit Card,46.08,0.07,3.25,7.6
THIRD-300488,P,Coventry,Normal,Male,Household,22.09,1,1.06,23.42,28/03/2025,16:10:43,Cash,22.3,0.19,4.28,6.9
THIRD-300489,M,Nottingham,Normal,Female,Frozen Foods,16.73,9,7.24,159.65,28/11/2025,21:57:21,Credit Card,152.05,0.1,15.35,8.0
THIRD-300490,N,Leicester,Member,Male,Health & Wellness,8.77,8,3.37,74.35,06/02/2025,13:50:36,Credit Card,70.81,0.24,17.16,6.4
THIRD-300491,M,Nottingham,Member,Male,Frozen Foods,3.88,3,0.56,12.34,08/05/2025,14:48:54,Debit Card,11.75,0.1,1.19,7.0
THIRD-300492,N,Leicester,Normal,Male,Household,18.55,2,1.78,39.33,01/05/2025,20:18:30,Mobile Wallet,37.46,0.19,7.19,7.9
THIRD-300493,P,Coventry,Member,Male,Health & Wellness,34.57,6,9.97,219.88,08/06/2025,12:52:04,Credit Card,209.41,0.24,50.74,8.1
THIRD-300494,N,Leicester,Member,Male,Frozen Foods,11.95,2,1.15,25.34,09/12/2025,10:07:06,Mobile Wallet,24.13,0.1,2.44,8.8
THIRD-300495,P,Coventry,Member,Female,Dairy & Eggs,1.85,11,0.98,21.59,28/09/2025,15:07:41,Credit Card,20.56,0.07,1.45,5.4
THIRD-300496,M,Nottingham,Normal,Male,Household,4.61,2,0.44,9.76,16/12/2025,19:31:08,Credit Card,9.3,0.19,1.78,6.4
THIRD-300497,M,Nottingham,Member,Female,Dairy & Eggs,6.7,11,3.54,78.1,03/09/2025,09:14:52,Debit Card,74.38,0.07,5.26,6.8
THIRD-300498,N,Leicester,Normal,Female,Frozen Foods,7.19,9,3.11,68.56,10/12/2025,13:29:34,Credit Card,65.3,0.1,6.59,8.2
THIRD-300499,N,Leicester,Member,Female,Household,5.14,1,0.25,5.45,21/05/2025,17:03:39,Mobile Wallet,5.19,0.19,1.0,7.2
THIRD-300500,M,Nottingham,Normal,Female,Frozen Foods,10.59,1,0.51,11.22,13/02/2025,08:05:21,Mobile Wallet,10.69,0.1,1.08,7.2
THIRD-300501,M,Nottingham,Normal,Male,Fresh Produce,5.26,1,0.25,5.58,22/06/2025,17:13:10,Cash,5.31,0.08,0.42,6.1
THIRD-300502,M,Nottingham,Member,Male,Snacks,3.57,5,0.86,18.91,18/12/2025,11:42:20,Debit Card,18.01,0.17,3.1,7.8
THIRD-300503,N,Leicester,Normal,Male,Household,8.2,9,3.55,78.19,10/02/2025,08:09:42,Debit Card,74.47,0.19,14.28,6.4
THIRD-300504,M,Nottingham,Member,Female,Dairy & Eggs,3.07,7,1.03,22.76,26/09/2025,17:02:22,Credit Card,21.68,0.07,1.54,6.2
THIRD-300505,N,Leicester,Member,Male,Health & Wellness,30.99,7,10.43,229.98,06/08/2025,13:42:38,Debit Card,219.03,0.24,53.06,6.6
THIRD-300506,P,Coventry,Member,Female,Bakery,7.78,11,4.11,90.71,15/05/2025,14:12:19,Cash,86.39,0.11,9.59,7.2
THIRD-300507,M,Nottingham,Normal,Male,Fresh Produce,9.28,5,2.23,49.17,25/08/2025,18:23:57,Debit Card,46.83,0.08,3.78,5.5
THIRD-300508,P,Coventry,Normal,Female,Beverages,15.51,1,0.75,16.44,22/08/2025,19:51:45,Credit Card,15.66,0.13,2.06,6.4
THIRD-300509,M,Nottingham,Member,Female,Personal Care,7.03,1,0.34,7.46,22/04/2025,18:17:03,Debit Card,7.1,0.21,1.51,6.6
THIRD-300510,P,Coventry,Normal,Female,Personal Care,4.32,12,2.49,54.9,20/09/2025,19:17:16,Mobile Wallet,52.29,0.21,11.09,7.0
THIRD-300511,P,Coventry,Member,Male,Health & Wellness,30.18,1,1.45,31.99,09/03/2025,12:21:48,Debit Card,30.47,0.24,7.38,8.1
THIRD-300512,N,Leicester,Member,Female,Frozen Foods,14.08,1,0.68,14.93,26/05/2025,21:43:48,Cash,14.22,0.1,1.43,5.8
THIRD-300513,M,Nottingham,Member,Male,Fresh Produce,10.83,5,2.6,57.38,02/07/2025,19:56:30,Credit Card,54.65,0.08,4.41,5.9
THIRD-300514,M,Nottingham,Normal,Male,Fresh Produce,5.16,1,0.25,5.47,18/08/2025,17:31:28,Mobile Wallet,5.21,0.08,0.42,8.6
THIRD-300515,M,Nottingham,Member,Female,Snacks,4.76,1,0.23,5.05,29/05/2025,15:42:05,Mobile Wallet,4.81,0.17,0.83,7.1
THIRD-300516,P,Coventry,Normal,Female,Dairy & Eggs,5.12,2,0.49,10.85,24/04/2025,15:51:16,Credit Card,10.33,0.07,0.73,5.4
THIRD-300517,N,Leicester,Member,Male,Snacks,4.3,5,1.03,22.76,29/03/2025,15:56:31,Mobile Wallet,21.68,0.17,3.72,8.2
THIRD-300518,N,Leicester,Member,Male,Bakery,5.93,5,1.43,31.43,03/06/2025,17:01:09,Debit Card,29.92,0.11,3.33,6.7
THIRD-300519,M,Nottingham,Normal,Female,Frozen Foods,4.27,5,1.03,22.66,15/08/2025,18:42:05,Mobile Wallet,21.58,0.1,2.18,6.4
THIRD-300520,M,Nottingham,Member,Female,Health & Wellness,27.44,8,10.55,232.67,21/01/2025,14:27:37,Cash,221.59,0.24,53.69,7.6
THIRD-300521,N,Leicester,Member,Male,Household,5.22,2,0.5,11.07,14/03/2025,18:30:34,Cash,10.54,0.19,2.02,7.4
THIRD-300522,N,Leicester,Member,Female,Fresh Produce,3.22,9,1.4,30.76,10/04/2025,09:18:24,Debit Card,29.3,0.08,2.36,6.3
THIRD-300523,N,Leicester,Member,Female,Baby Products,34.91,7,11.75,259.08,12/01/2025,15:39:54,Credit Card,246.74,0.18,44.84,7.0
THIRD-300524,P,Coventry,Member,Female,Fresh Produce,2.66,9,1.15,25.4,04/03/2025,12:33:46,Debit Card,24.19,0.08,1.95,7.1
THIRD-300525,M,Nottingham,Member,Female,Baby Products,17.53,10,8.43,185.88,11/10/2025,17:28:24,Debit Card,177.03,0.18,32.17,5.7
THIRD-300526,P,Coventry,Member,Female,Beverages,13.38,8,5.15,113.52,31/01/2025,18:21:23,Credit Card,108.11,0.13,14.18,5.3
THIRD-300527,M,Nottingham,Normal,Female,Frozen Foods,4.34,3,0.63,13.8,27/08/2025,10:59:05,Cash,13.14,0.1,1.33,5.2
THIRD-300528,N,Leicester,Normal,Male,Household,22.01,8,8.46,186.63,04/04/2025,14:15:47,Mobile Wallet,177.74,0.19,34.09,6.0
THIRD-300529,P,Coventry,Member,Male,Snacks,3.94,7,1.33,29.25,07/09/2025,17:35:36,Credit Card,27.86,0.17,4.78,6.9
THIRD-300530,M,Nottingham,Normal,Female,Bakery,2.1,1,0.1,2.23,21/12/2025,16:17:33,Cash,2.12,0.11,0.23,5.6
THIRD-300531,P,Coventry,Normal,Male,Bakery,2.51,4,0.48,10.63,19/04/2025,14:25:57,Credit Card,10.12,0.11,1.12,8.4
THIRD-300532,P,Coventry,Member,Male,Frozen Foods,3.8,3,0.55,12.08,04/11/2025,18:15:33,Cash,11.5,0.1,1.16,6.4
THIRD-300533,P,Coventry,Normal,Male,Personal Care,3.63,5,0.87,19.24,16/09/2025,08:24:24,Debit Card,18.32,0.21,3.88,6.5
THIRD-300534,P,Coventry,Member,Female,Bakery,2.6,5,0.62,13.78,02/10/2025,19:56:42,Debit Card,13.12,0.11,1.46,6.6
THIRD-300535,M,Nottingham,Normal,Female,Beverages,14.32,2,1.38,30.37,13/04/2025,15:34:36,Credit Card,28.92,0.13,3.79,7.1
THIRD-300536,N,Leicester,Member,Female,Baby Products,11.6,2,1.11,24.58,13/09/2025,14:27:13,Cash,23.42,0.18,4.25,8.9
THIRD-300537,M,Nottingham,Member,Male,Snacks,5.54,2,0.53,11.75,13/03/2025,16:58:36,Credit Card,11.19,0.17,1.92,5.8
THIRD-300538,N,Leicester,Normal,Male,Health & Wellness,22.46,1,1.08,23.81,03/10/2025,17:49:35,Cash,22.68,0.24,5.49,5.4
THIRD-300539,N,Leicester,Member,Male,Baby Products,24.29,12,14.02,309.06,14/03/2025,14:18:58,Debit Card,294.34,0.18,53.49,9.3
THIRD-300540,M,Nottingham,Normal,Female,Health & Wellness,39.24,1,1.89,41.6,27/10/2025,18:41:30,Credit Card,39.62,0.24,9.6,6.5
THIRD-300541,N,Leicester,Normal,Male,Snacks,3.86,1,0.19,4.1,08/02/2025,17:54:20,Credit Card,3.9,0.17,0.67,4.6
THIRD-300542,M,Nottingham,Member,Male,Baby Products,8.82,6,2.54,56.09,10/12/2025,21:02:41,Cash,53.42,0.18,9.71,7.1
THIRD-300543,P,Coventry,Member,Female,Beverages,15.16,1,0.73,16.08,15/04/2025,16:52:51,Mobile Wallet,15.31,0.13,2.01,7.7
THIRD-300544,N,Leicester,Member,Male,Dairy & Eggs,4.9,6,1.41,31.15,05/12/2025,08:21:55,Debit Card,29.67,0.07,2.1,8.0
THIRD-300545,N,Leicester,Member,Female,Baby Products,39.45,5,9.48,209.09,28/12/2025,15:53:27,Debit Card,199.13,0.18,36.19,6.1
THIRD-300546,P,Coventry,Normal,Male,Beverages,9.33,8,3.59,79.12,21/08/2025,11:31:50,Credit Card,75.35,0.13,9.89,5.6
THIRD-300547,M,Nottingham,Member,Female,Frozen Foods,10.12,6,2.92,64.36,15/07/2025,15:30:26,Credit Card,61.3,0.1,6.19,7.8
THIRD-300548,M,Nottingham,Member,Male,Dairy & Eggs,6.68,13,4.17,92.01,27/06/2025,11:17:47,Cash,87.63,0.07,6.19,6.0
THIRD-300549,M,Nottingham,Normal,Female,Snacks,3.72,5,0.9,19.74,12/04/2025,14:58:42,Mobile Wallet,18.79,0.17,3.22,4.4
THIRD-300550,M,Nottingham,Normal,Female,Frozen Foods,2.15,9,0.93,20.54,26/09/2025,11:26:23,Credit Card,19.56,0.1,1.97,7.0
THIRD-300551,P,Coventry,Member,Female,Snacks,5.32,1,0.26,5.65,30/03/2025,21:15:00,Credit Card,5.38,0.17,0.92,5.9
THIRD-300552,N,Leicester,Normal,Male,Health & Wellness,3.97,3,0.57,12.63,27/05/2025,21:32:12,Cash,12.03,0.24,2.92,8.1
THIRD-300553,P,Coventry,Member,Female,Household,25.24,2,2.43,53.52,27/10/2025,14:00:56,Credit Card,50.97,0.19,9.77,5.2
THIRD-300554,M,Nottingham,Member,Female,Bakery,8.64,9,3.74,82.46,09/06/2025,15:23:44,Credit Card,78.53,0.11,8.72,5.5
THIRD-300555,P,Coventry,Member,Male,Frozen Foods,3.13,8,1.2,26.54,11/08/2025,18:47:51,Credit Card,25.28,0.1,2.55,6.2
THIRD-300556,P,Coventry,Normal,Female,Household,16.61,7,5.59,123.25,08/01/2025,13:27:51,Cash,117.38,0.19,22.51,7.5
THIRD-300557,N,Leicester,Normal,Male,Dairy & Eggs,2.33,6,0.67,14.82,28/07/2025,15:51:07,Mobile Wallet,14.11,0.07,1.0,5.2
THIRD-300558,P,Coventry,Normal,Male,Snacks,3.86,1,0.19,4.1,19/10/2025,12:19:51,Debit Card,3.9,0.17,0.67,8.1
THIRD-300559,N,Leicester,Member,Male,Baby Products,5.73,5,1.38,30.38,11/09/2025,18:12:33,Mobile Wallet,28.93,0.18,5.26,7.8
THIRD-300560,N,Leicester,Member,Female,Baby Products,24.97,1,1.2,26.47,03/04/2025,18:49:34,Debit Card,25.21,0.18,4.58,6.9
THIRD-300561,M,Nottingham,Normal,Male,Baby Products,35.14,3,5.07,111.76,11/12/2025,17:37:48,Mobile Wallet,106.44,0.18,19.35,6.7
THIRD-300562,M,Nottingham,Member,Male,Beverages,13.8,3,1.99,43.89,16/04/2025,10:02:30,Mobile Wallet,41.8,0.13,5.49,7.8
THIRD-300563,P,Coventry,Normal,Female,Dairy & Eggs,5.73,4,1.1,24.3,26/12/2025,17:43:19,Credit Card,23.14,0.07,1.63,8.4
THIRD-300564,M,Nottingham,Member,Male,Dairy & Eggs,7.47,6,2.15,47.49,30/03/2025,16:37:48,Credit Card,45.23,0.07,3.2,6.6
THIRD-300565,P,Coventry,Normal,Female,Baby Products,18.42,2,1.77,39.05,24/04/2025,19:26:02,Cash,37.19,0.18,6.76,5.9
THIRD-300566,N,Leicester,Member,Male,Personal Care,21.43,5,5.15,113.61,29/10/2025,14:22:12,Cash,108.2,0.21,22.94,8.7
THIRD-300567,N,Leicester,Normal,Female,Bakery,1.93,12,1.12,24.61,07/06/2025,20:06:13,Mobile Wallet,23.44,0.11,2.61,6.9
THIRD-300568,P,Coventry,Member,Female,Personal Care,6.46,4,1.24,27.38,24/09/2025,11:16:07,Credit Card,26.08,0.21,5.53,7.2
THIRD-300569,N,Leicester,Member,Female,Snacks,5.64,2,0.54,11.95,04/06/2025,10:25:50,Debit Card,11.38,0.17,1.95,7.2
THIRD-300570,N,Leicester,Normal,Male,Baby Products,30.17,12,17.41,383.81,19/07/2025,11:32:35,Debit Card,365.53,0.18,66.42,5.5
THIRD-300571,M,Nottingham,Member,Female,Fresh Produce,6.91,1,0.33,7.32,04/10/2025,14:48:22,Mobile Wallet,6.97,0.08,0.56,6.4
THIRD-300572,M,Nottingham,Member,Male,Dairy & Eggs,5.21,6,1.5,33.14,13/02/2025,17:38:57,Credit Card,31.56,0.07,2.23,6.8
THIRD-300573,N,Leicester,Normal,Female,Snacks,4.33,1,0.21,4.59,05/10/2025,19:27:59,Mobile Wallet,4.37,0.17,0.75,7.1
THIRD-300574,M,Nottingham,Member,Female,Household,8.18,4,1.57,34.7,30/09/2025,20:38:12,Debit Card,33.05,0.19,6.34,6.5
THIRD-300575,P,Coventry,Normal,Male,Personal Care,7.3,4,1.4,30.95,23/09/2025,12:27:45,Cash,29.48,0.21,6.25,6.0
THIRD-300576,M,Nottingham,Member,Female,Frozen Foods,16.91,6,4.88,107.56,26/05/2025,20:47:44,Mobile Wallet,102.44,0.1,10.35,9.3
THIRD-300577,N,Leicester,Member,Male,Baby Products,10.42,3,1.5,33.14,07/10/2025,15:44:14,Debit Card,31.56,0.18,5.73,7.2
THIRD-300578,N,Leicester,Member,Male,Frozen Foods,5.61,4,1.08,23.77,16/11/2025,20:33:28,Credit Card,22.64,0.1,2.29,6.9
THIRD-300579,M,Nottingham,Normal,Female,Household,11.01,1,0.53,11.68,21/04/2025,15:43:44,Credit Card,11.12,0.19,2.13,5.7
THIRD-300580,P,Coventry,Normal,Male,Health & Wellness,40.44,1,1.94,42.86,30/07/2025,16:30:54,Debit Card,40.82,0.24,9.89,7.5
THIRD-300581,M,Nottingham,Member,Female,Personal Care,7.89,6,2.28,50.21,28/03/2025,13:59:56,Mobile Wallet,47.82,0.21,10.13,6.8
THIRD-300582,N,Leicester,Normal,Male,Frozen Foods,12.34,1,0.59,13.08,13/11/2025,09:04:26,Credit Card,12.46,0.1,1.26,6.3
THIRD-300583,N,Leicester,Normal,Female,Household,18.2,11,9.62,212.23,23/06/2025,19:23:56,Debit Card,202.12,0.19,38.77,5.5
THIRD-300584,N,Leicester,Member,Female,Snacks,2.95,6,0.85,18.78,12/04/2025,20:01:45,Credit Card,17.89,0.17,3.07,7.1
THIRD-300585,N,Leicester,Member,Female,Snacks,1.11,1,0.05,1.18,19/11/2025,18:59:35,Credit Card,1.12,0.17,0.19,4.0
THIRD-300586,N,Leicester,Member,Male,Health & Wellness,5.83,7,1.96,43.29,09/07/2025,14:49:37,Mobile Wallet,41.23,0.24,9.99,7.8
THIRD-300587,N,Leicester,Normal,Male,Baby Products,46.61,1,2.24,49.41,03/11/2025,11:46:33,Credit Card,47.06,0.18,8.55,5.8
THIRD-300588,P,Coventry,Member,Female,Fresh Produce,5.69,2,0.55,12.06,01/03/2025,18:09:59,Debit Card,11.49,0.08,0.93,5.5
THIRD-300589,P,Coventry,Member,Female,Household,9.86,4,1.9,41.81,17/06/2025,19:53:50,Credit Card,39.82,0.19,7.63,7.8
THIRD-300590,N,Leicester,Normal,Female,Fresh Produce,9.74,2,0.94,20.66,20/09/2025,19:15:49,Mobile Wallet,19.68,0.08,1.59,5.9
THIRD-300591,P,Coventry,Normal,Male,Bakery,2.3,4,0.44,9.74,08/12/2025,12:23:53,Mobile Wallet,9.28,0.11,1.03,5.8
THIRD-300592,P,Coventry,Member,Female,Household,9.29,9,4.02,88.61,30/08/2025,16:42:53,Credit Card,84.39,0.19,16.19,7.7
THIRD-300593,N,Leicester,Normal,Female,Beverages,8.69,4,1.67,36.87,15/06/2025,18:57:32,Mobile Wallet,35.11,0.13,4.61,7.4
THIRD-300594,P,Coventry,Member,Male,Household,15.55,1,0.75,16.48,11/11/2025,11:12:19,Cash,15.7,0.19,3.01,6.2
THIRD-300595,N,Leicester,Normal,Male,Bakery,10.94,1,0.53,11.6,24/12/2025,18:53:53,Mobile Wallet,11.05,0.11,1.23,7.3
THIRD-300596,N,Leicester,Member,Male,Health & Wellness,18.42,2,1.77,39.05,08/09/2025,10:40:25,Mobile Wallet,37.19,0.24,9.01,7.4
THIRD-300597,M,Nottingham,Normal,Female,Dairy & Eggs,7.32,12,4.22,93.14,14/07/2025,15:29:09,Debit Card,88.7,0.07,6.26,5.4
THIRD-300598,P,Coventry,Normal,Female,Dairy & Eggs,2.22,5,0.53,11.74,30/09/2025,13:41:06,Credit Card,11.18,0.07,0.8,5.0
THIRD-300599,N,Leicester,Normal,Male,Household,19.32,2,1.86,40.97,05/02/2025,09:10:50,Cash,39.02,0.19,7.48,6.6
THIRD-300600,N,Leicester,Member,Male,Beverages,2.2,11,1.17,25.71,02/03/2025,12:28:38,Credit Card,24.49,0.13,3.21,5.3
THIRD-300601,M,Nottingham,Normal,Female,Beverages,4.14,4,0.8,17.56,10/09/2025,15:49:10,Cash,16.72,0.13,2.19,7.8
THIRD-300602,N,Leicester,Normal,Female,Baby Products,36.94,1,1.78,39.16,11/12/2025,14:59:55,Debit Card,37.3,0.18,6.77,6.0
THIRD-300603,P,Coventry,Normal,Male,Frozen Foods,16.19,8,6.23,137.33,27/12/2025,18:56:18,Debit Card,130.79,0.1,13.21,7.0
THIRD-300604,M,Nottingham,Normal,Female,Frozen Foods,11.65,10,5.6,123.48,02/07/2025,19:06:55,Debit Card,117.6,0.1,11.87,7.3
THIRD-300605,M,Nottingham,Member,Male,Snacks,3.64,12,2.1,46.31,26/02/2025,17:24:09,Debit Card,44.1,0.17,7.57,4.1
THIRD-300606,P,Coventry,Member,Male,Health & Wellness,9.25,2,0.89,19.6,28/01/2025,11:28:31,Debit Card,18.67,0.24,4.53,7.6
THIRD-300607,P,Coventry,Normal,Male,Frozen Foods,22.51,8,8.66,190.87,25/12/2025,15:37:19,Credit Card,181.78,0.1,18.35,6.2
