Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
ALT-201092,X,Liverpool,Member,Female,Frozen Foods,7.54,5,1.89,39.59,20/01/2025,21:41:08,Mobile Wallet,37.7,0.1,3.77,8.2
ALT-201093,Y,Sheffield,Member,Female,Baby Products,30.31,4,6.06,127.3,01/11/2025,16:02:28,Mobile Wallet,121.24,0.18,21.82,6.5
ALT-201094,X,Liverpool,Member,Male,Baby Products,30.7,4,6.14,128.94,03/03/2025,11:56:27,Debit Card,122.8,0.18,22.1,6.5
ALT-201095,Y,Sheffield,Member,Male,Fresh Produce,8.53,4,1.71,35.83,20/02/2025,19:43:14,Debit Card,34.12,0.08,2.73,7.0
ALT-201096,Y,Sheffield,Normal,Female,Personal Care,26.23,8,10.49,220.33,03/08/2025,14:38:25,Credit Card,209.84,0.21,44.07,6.2
ALT-201097,Y,Sheffield,Normal,Male,Snacks,1.61,9,0.72,15.21,29/05/2025,08:14:08,Credit Card,14.49,0.17,2.46,7.6
ALT-201098,Y,Sheffield,Member,Male,Snacks,4.01,8,1.6,33.68,10/04/2025,18:46:36,Credit Card,32.08,0.17,5.45,6.6
ALT-201099,Y,Sheffield,Normal,Male,Snacks,5.45,8,2.18,45.78,02/01/2025,16:46:56,Debit Card,43.6,0.17,7.41,8.0
ALT-201100,Z,Birmingham,Normal,Female,Baby Products,12.09,6,3.63,76.17,02/10/2025,15:32:38,Cash,72.54,0.18,13.06,5.1
ALT-201101,Z,Birmingham,Member,Female,Dairy & Eggs,2.67,9,1.2,25.23,08/06/2025,16:13:41,Debit Card,24.03,0.07,1.68,8.1
ALT-201102,X,Liverpool,Member,Female,Frozen Foods,3.05,8,1.22,25.62,29/10/2025,16:31:36,Credit Card,24.4,0.1,2.44,6.8
ALT-201103,Z,Birmingham,Member,Female,Fresh Produce,6.92,4,1.38,29.06,27/04/2025,11:19:06,Mobile Wallet,27.68,0.08,2.21,7.0
ALT-201104,Y,Sheffield,Normal,Male,Snacks,3.47,2,0.35,7.29,12/11/2025,10:56:21,Debit Card,6.94,0.17,1.18,6.9
ALT-201105,Z,Birmingham,Normal,Male,Baby Products,10.65,3,1.6,33.55,20/01/2025,08:30:14,Debit Card,31.95,0.18,5.75,6.6
ALT-201106,Z,Birmingham,Member,Male,Beverages,3.39,7,1.19,24.92,25/12/2025,13:44:07,Debit Card,23.73,0.13,3.08,8.2
ALT-201107,Y,Sheffield,Normal,Male,Frozen Foods,12.31,4,2.46,51.7,02/01/2025,15:06:54,Mobile Wallet,49.24,0.1,4.92,7.2
ALT-201108,Z,Birmingham,Member,Male,Health & Wellness,32.56,7,11.4,239.32,26/05/2025,12:59:18,Debit Card,227.92,0.24,54.7,7.0
ALT-201109,X,Liverpool,Normal,Male,Fresh Produce,6.29,7,2.2,46.23,08/02/2025,20:20:42,Cash,44.03,0.08,3.52,6.6
ALT-201110,Z,Birmingham,Member,Female,Baby Products,31.57,4,6.31,132.59,21/08/2025,14:58:57,Debit Card,126.28,0.18,22.73,7.1
ALT-201111,Y,Sheffield,Member,Male,Frozen Foods,3.51,7,1.23,25.8,31/01/2025,12:31:35,Credit Card,24.57,0.1,2.46,8.4
ALT-201112,X,Liverpool,Normal,Female,Bakery,3.6,4,0.72,15.12,08/04/2025,08:11:57,Cash,14.4,0.11,1.58,5.3
ALT-201113,Y,Sheffield,Member,Female,Baby Products,14.57,6,4.37,91.79,18/01/2025,16:00:03,Debit Card,87.42,0.18,15.74,7.0
ALT-201114,Y,Sheffield,Member,Male,Frozen Foods,13.07,1,0.65,13.72,10/07/2025,11:48:45,Credit Card,13.07,0.1,1.31,6.5
ALT-201115,Y,Sheffield,Member,Male,Beverages,10.84,1,0.54,11.38,23/04/2025,14:17:35,Debit Card,10.84,0.13,1.41,4.7
ALT-201116,Z,Birmingham,Normal,Male,Health & Wellness,32.66,6,9.8,205.76,19/04/2025,14:10:22,Credit Card,195.96,0.24,47.03,6.8
ALT-201117,Y,Sheffield,Normal,Male,Baby Products,26.24,2,2.62,55.1,14/12/2025,16:20:34,Debit Card,52.48,0.18,9.45,6.1
ALT-201118,Z,Birmingham,Member,Female,Frozen Foods,18.59,2,1.86,39.04,09/04/2025,12:16:41,Cash,37.18,0.1,3.72,7.3
ALT-201119,X,Liverpool,Normal,Male,Fresh Produce,6.3,4,1.26,26.46,19/07/2025,10:33:29,Mobile Wallet,25.2,0.08,2.02,6.8
ALT-201120,Z,Birmingham,Normal,Female,Fresh Produce,5.53,6,1.66,34.84,02/11/2025,17:33:46,Credit Card,33.18,0.08,2.65,7.2
ALT-201121,Y,Sheffield,Normal,Male,Fresh Produce,6.31,7,2.21,46.38,17/05/2025,15:11:09,Credit Card,44.17,0.08,3.53,8.0
ALT-201122,X,Liverpool,Member,Female,Beverages,7.91,3,1.19,24.92,07/06/2025,18:54:58,Debit Card,23.73,0.13,3.08,7.8
ALT-201123,Y,Sheffield,Member,Female,Personal Care,12.98,1,0.65,13.63,03/09/2025,10:09:41,Debit Card,12.98,0.21,2.73,5.7
ALT-201124,X,Liverpool,Member,Male,Fresh Produce,6.49,5,1.62,34.07,12/11/2025,18:54:12,Debit Card,32.45,0.08,2.6,4.3
ALT-201125,Z,Birmingham,Member,Male,Snacks,1.12,2,0.11,2.35,24/08/2025,18:19:05,Debit Card,2.24,0.17,0.38,6.7
ALT-201126,X,Liverpool,Member,Male,Fresh Produce,6.79,3,1.02,21.39,26/01/2025,14:13:04,Cash,20.37,0.08,1.63,7.5
ALT-201127,X,Liverpool,Member,Male,Baby Products,28.56,5,7.14,149.94,08/08/2025,21:35:21,Cash,142.8,0.18,25.7,5.6
ALT-201128,X,Liverpool,Member,Female,Bakery,5.51,6,1.65,34.71,12/01/2025,20:43:04,Credit Card,33.06,0.11,3.64,8.5
ALT-201129,Y,Sheffield,Normal,Female,Snacks,2.93,11,1.61,33.84,17/04/2025,14:11:34,Debit Card,32.23,0.17,5.48,5.6
ALT-201130,Y,Sheffield,Member,Female,Personal Care,12.6,5,3.15,66.15,26/01/2025,12:33:37,Credit Card,63.0,0.21,13.23,5.8
ALT-201131,X,Liverpool,Normal,Female,Bakery,1.73,9,0.78,16.35,11/06/2025,18:21:59,Mobile Wallet,15.57,0.11,1.71,5.6
ALT-201132,Z,Birmingham,Normal,Female,Personal Care,5.75,6,1.73,36.23,29/09/2025,15:36:37,Debit Card,34.5,0.21,7.25,5.8
ALT-201133,X,Liverpool,Member,Male,Personal Care,28.51,2,2.85,59.87,10/12/2025,16:56:38,Cash,57.02,0.21,11.97,7.8
ALT-201134,Z,Birmingham,Normal,Male,Personal Care,11.47,3,1.72,36.13,16/04/2025,15:18:26,Mobile Wallet,34.41,0.21,7.23,7.5
ALT-201135,Y,Sheffield,Normal,Male,Frozen Foods,16.69,7,5.84,122.67,29/09/2025,18:40:30,Mobile Wallet,116.83,0.1,11.68,5.6
ALT-201136,Y,Sheffield,Normal,Female,Fresh Produce,4.17,2,0.42,8.76,11/10/2025,11:49:41,Credit Card,8.34,0.08,0.67,6.7
ALT-201137,Z,Birmingham,Member,Female,Health & Wellness,10.21,7,3.57,75.04,08/07/2025,17:29:17,Credit Card,71.47,0.24,17.15,7.4
ALT-201138,Z,Birmingham,Normal,Female,Personal Care,7.63,2,0.76,16.02,09/01/2025,19:05:04,Cash,15.26,0.21,3.2,4.3
ALT-201139,Z,Birmingham,Member,Female,Dairy & Eggs,7.82,12,4.69,98.53,13/08/2025,20:52:43,Cash,93.84,0.07,6.57,7.1
ALT-201140,X,Liverpool,Normal,Female,Snacks,3.27,9,1.47,30.9,13/10/2025,15:12:03,Debit Card,29.43,0.17,5.0,7.2
ALT-201141,X,Liverpool,Member,Female,Fresh Produce,4.24,10,2.12,44.52,29/06/2025,08:21:01,Credit Card,42.4,0.08,3.39,6.6
ALT-201142,X,Liverpool,Normal,Male,Beverages,9.16,7,3.21,67.33,13/04/2025,11:12:24,Cash,64.12,0.13,8.34,6.3
ALT-201143,X,Liverpool,Member,Female,Personal Care,21.37,1,1.07,22.44,30/05/2025,16:51:08,Debit Card,21.37,0.21,4.49,6.8
ALT-201144,X,Liverpool,Member,Male,Household,9.69,5,2.42,50.87,12/05/2025,21:13:50,Cash,48.45,0.19,9.21,7.4
ALT-201145,X,Liverpool,Normal,Female,Frozen Foods,12.12,7,4.24,89.08,14/10/2025,10:05:25,Mobile Wallet,84.84,0.1,8.48,6.2
ALT-201146,X,Liverpool,Member,Male,Snacks,3.65,6,1.09,22.99,25/06/2025,21:42:36,Mobile Wallet,21.9,0.17,3.72,6.7
ALT-201147,Z,Birmingham,Member,Female,Fresh Produce,3.98,8,1.59,33.43,22/02/2025,17:26:25,Credit Card,31.84,0.08,2.55,6.3
ALT-201148,Y,Sheffield,Normal,Female,Snacks,3.65,2,0.36,7.66,02/12/2025,16:31:31,Mobile Wallet,7.3,0.17,1.24,5.9
ALT-201149,Y,Sheffield,Member,Male,Fresh Produce,8.19,2,0.82,17.2,13/12/2025,14:28:09,Debit Card,16.38,0.08,1.31,6.3
ALT-201150,X,Liverpool,Member,Female,Household,13.69,1,0.68,14.37,11/04/2025,16:10:55,Debit Card,13.69,0.19,2.6,8.2
ALT-201151,X,Liverpool,Normal,Male,Personal Care,26.5,11,14.58,306.08,04/10/2025,16:27:56,Debit Card,291.5,0.21,61.21,7.1
ALT-201152,Y,Sheffield,Member,Female,Health & Wellness,35.62,3,5.34,112.2,27/11/2025,16:26:03,Debit Card,106.86,0.24,25.65,8.3
ALT-201153,Z,Birmingham,Member,Female,Beverages,8.34,7,2.92,61.3,22/04/2025,12:51:58,Credit Card,58.38,0.13,7.59,6.0
ALT-201154,X,Liverpool,Member,Male,Personal Care,22.05,3,3.31,69.46,23/02/2025,18:39:25,Mobile Wallet,66.15,0.21,13.89,6.1
ALT-201155,X,Liverpool,Normal,Female,Dairy & Eggs,6.27,7,2.19,46.08,03/10/2025,11:45:46,Credit Card,43.89,0.07,3.07,6.7
ALT-201156,Z,Birmingham,Member,Female,Frozen Foods,17.2,1,0.86,18.06,04/10/2025,13:21:38,Credit Card,17.2,0.1,1.72,5.2
ALT-201157,Y,Sheffield,Member,Male,Household,9.74,3,1.46,30.68,20/10/2025,18:06:04,Credit Card,29.22,0.19,5.55,7.3
ALT-201158,X,Liverpool,Member,Female,Bakery,4.77,3,0.72,15.03,03/11/2025,17:41:25,Mobile Wallet,14.31,0.11,1.57,6.1
ALT-201159,Z,Birmingham,Normal,Female,Dairy & Eggs,2.29,6,0.69,14.43,05/10/2025,17:13:05,Credit Card,13.74,0.07,0.96,6.8
ALT-201160,X,Liverpool,Normal,Female,Bakery,3.38,2,0.34,7.1,13/08/2025,16:54:52,Debit Card,6.76,0.11,0.74,5.9
ALT-201161,Z,Birmingham,Member,Female,Bakery,10.54,2,1.05,22.13,31/12/2025,18:37:10,Debit Card,21.08,0.11,2.32,7.0
ALT-201162,Y,Sheffield,Member,Female,Fresh Produce,2.44,3,0.37,7.69,15/08/2025,11:36:46,Mobile Wallet,7.32,0.08,0.59,5.7
ALT-201163,Z,Birmingham,Normal,Female,Fresh Produce,8.93,2,0.89,18.75,23/02/2025,10:02:50,Debit Card,17.86,0.08,1.43,6.3
ALT-201164,Z,Birmingham,Member,Male,Beverages,1.43,7,0.5,10.51,13/08/2025,21:18:29,Debit Card,10.01,0.13,1.3,7.8
ALT-201165,Z,Birmingham,Normal,Female,Beverages,11.3,5,2.83,59.33,07/03/2025,11:45:34,Debit Card,56.5,0.13,7.35,5.9
ALT-201166,Y,Sheffield,Member,Male,Dairy & Eggs,4.04,5,1.01,21.21,01/07/2025,12:03:55,Debit Card,20.2,0.07,1.41,5.7
ALT-201167,Z,Birmingham,Member,Female,Household,13.76,6,4.13,86.69,31/05/2025,17:58:16,Debit Card,82.56,0.19,15.69,6.9
ALT-201168,Z,Birmingham,Normal,Male,Health & Wellness,9.29,7,3.25,68.28,15/05/2025,12:18:15,Credit Card,65.03,0.24,15.61,5.6
ALT-201169,X,Liverpool,Normal,Female,Frozen Foods,9.77,8,3.91,82.07,09/09/2025,15:19:00,Debit Card,78.16,0.1,7.82,5.7
ALT-201170,Y,Sheffield,Member,Female,Frozen Foods,8.39,6,2.52,52.86,25/11/2025,11:55:54,Mobile Wallet,50.34,0.1,5.03,8.4
ALT-201171,Z,Birmingham,Normal,Male,Fresh Produce,8.24,4,1.65,34.61,09/11/2025,13:59:10,Credit Card,32.96,0.08,2.64,6.8
ALT-201172,Z,Birmingham,Normal,Female,Personal Care,2.6,5,0.65,13.65,12/02/2025,16:21:10,Credit Card,13.0,0.21,2.73,6.4
ALT-201173,Y,Sheffield,Member,Male,Frozen Foods,13.27,10,6.63,139.33,03/07/2025,16:37:19,Debit Card,132.7,0.1,13.27,8.8
ALT-201174,Y,Sheffield,Member,Male,Fresh Produce,4.05,12,2.43,51.03,12/09/2025,19:12:56,Cash,48.6,0.08,3.89,5.8
ALT-201175,X,Liverpool,Normal,Female,Frozen Foods,12.28,4,2.46,51.58,11/06/2025,09:36:12,Mobile Wallet,49.12,0.1,4.91,6.7
ALT-201176,X,Liverpool,Normal,Male,Snacks,4.23,5,1.06,22.21,21/02/2025,11:04:06,Cash,21.15,0.17,3.6,8.5
ALT-201177,X,Liverpool,Normal,Male,Health & Wellness,8.38,6,2.51,52.79,02/05/2025,10:38:34,Credit Card,50.28,0.24,12.07,6.6
ALT-201178,X,Liverpool,Member,Female,Baby Products,20.24,4,4.05,85.01,16/11/2025,14:59:01,Debit Card,80.96,0.18,14.57,7.7
ALT-201179,Y,Sheffield,Member,Female,Bakery,7.16,1,0.36,7.52,04/08/2025,11:56:24,Debit Card,7.16,0.11,0.79,6.5
ALT-201180,Y,Sheffield,Member,Female,Snacks,3.37,5,0.84,17.69,12/05/2025,16:22:58,Debit Card,16.85,0.17,2.86,7.3
ALT-201181,X,Liverpool,Member,Male,Household,8.9,4,1.78,37.38,11/05/2025,12:36:15,Cash,35.6,0.19,6.76,6.6
ALT-201182,Y,Sheffield,Normal,Female,Bakery,3.89,8,1.56,32.68,08/12/2025,21:10:07,Cash,31.12,0.11,3.42,6.6
ALT-201183,X,Liverpool,Member,Male,Beverages,5.86,7,2.05,43.07,23/03/2025,15:21:28,Mobile Wallet,41.02,0.13,5.33,7.2
ALT-201184,Y,Sheffield,Member,Male,Health & Wellness,12.39,3,1.86,39.03,22/05/2025,11:52:25,Credit Card,37.17,0.24,8.92,5.6
ALT-201185,Z,Birmingham,Normal,Male,Fresh Produce,11.03,10,5.52,115.82,16/03/2025,14:09:54,Mobile Wallet,110.3,0.08,8.82,6.1
ALT-201186,X,Liverpool,Member,Male,Personal Care,4.54,3,0.68,14.3,06/08/2025,19:05:51,Credit Card,13.62,0.21,2.86,5.7
ALT-201187,X,Liverpool,Member,Male,Baby Products,8.33,7,2.92,61.23,24/11/2025,17:50:04,Mobile Wallet,58.31,0.18,10.5,6.7
ALT-201188,Z,Birmingham,Normal,Male,Bakery,3.2,1,0.16,3.36,13/01/2025,16:40:51,Debit Card,3.2,0.11,0.35,9.1
ALT-201189,Y,Sheffield,Normal,Male,Personal Care,6.76,7,2.37,49.69,24/10/2025,08:46:42,Mobile Wallet,47.32,0.21,9.94,7.6
ALT-201190,Z,Birmingham,Member,Female,Baby Products,37.17,5,9.29,195.14,03/10/2025,10:50:53,Debit Card,185.85,0.18,33.45,5.6
ALT-201191,Y,Sheffield,Normal,Female,Baby Products,17.77,7,6.22,130.61,31/05/2025,17:14:56,Credit Card,124.39,0.18,22.39,5.6
ALT-201192,Z,Birmingham,Member,Female,Health & Wellness,41.56,5,10.39,218.19,19/08/2025,21:42:04,Credit Card,207.8,0.24,49.87,5.8
ALT-201193,X,Liverpool,Normal,Female,Frozen Foods,5.41,5,1.35,28.4,09/03/2025,15:32:34,Credit Card,27.05,0.1,2.71,7.8
ALT-201194,Y,Sheffield,Normal,Female,Health & Wellness,27.16,1,1.36,28.52,10/03/2025,15:46:21,Debit Card,27.16,0.24,6.52,6.0
ALT-201195,Z,Birmingham,Member,Male,Personal Care,2.97,8,1.19,24.95,17/03/2025,13:01:02,Debit Card,23.76,0.21,4.99,5.9
ALT-201196,Y,Sheffield,Member,Female,Beverages,9.92,6,2.98,62.5,02/03/2025,17:21:01,Cash,59.52,0.13,7.74,7.0
ALT-201197,Z,Birmingham,Normal,Male,Health & Wellness,12.22,7,4.28,89.82,13/11/2025,19:38:00,Credit Card,85.54,0.24,20.53,7.2
ALT-201198,Z,Birmingham,Member,Male,Frozen Foods,7.63,8,3.05,64.09,29/09/2025,11:06:28,Mobile Wallet,61.04,0.1,6.1,7.2
ALT-201199,Z,Birmingham,Normal,Male,Personal Care,21.53,5,5.38,113.03,12/06/2025,19:32:19,Credit Card,107.65,0.21,22.61,5.7
ALT-201200,X,Liverpool,Normal,Female,Household,22.29,6,6.69,140.43,04/01/2025,13:09:45,Credit Card,133.74,0.19,25.41,6.4
ALT-201201,Y,Sheffield,Normal,Female,Fresh Produce,6.71,2,0.67,14.09,10/09/2025,13:12:36,Mobile Wallet,13.42,0.08,1.07,5.1
ALT-201202,Z,Birmingham,Normal,Male,Fresh Produce,1.88,8,0.75,15.79,07/11/2025,18:31:13,Credit Card,15.04,0.08,1.2,8.0
ALT-201203,Z,Birmingham,Member,Male,Baby Products,12.54,1,0.63,13.17,16/01/2025,14:43:51,Cash,12.54,0.18,2.26,7.2
ALT-201204,X,Liverpool,Normal,Male,Beverages,4.54,3,0.68,14.3,07/05/2025,11:26:26,Credit Card,13.62,0.13,1.77,6.6
ALT-201205,Y,Sheffield,Normal,Male,Bakery,5.15,7,1.8,37.85,10/08/2025,10:10:45,Debit Card,36.05,0.11,3.97,6.1
ALT-201206,Z,Birmingham,Member,Female,Dairy & Eggs,5.39,1,0.27,5.66,08/08/2025,21:36:15,Cash,5.39,0.07,0.38,7.8
ALT-201207,Z,Birmingham,Normal,Male,Beverages,4.59,8,1.84,38.56,14/11/2025,16:35:59,Credit Card,36.72,0.13,4.77,7.9
ALT-201208,Y,Sheffield,Normal,Male,Health & Wellness,41.98,2,4.2,88.16,17/12/2025,18:44:48,Debit Card,83.96,0.24,20.15,4.7
ALT-201209,Y,Sheffield,Member,Male,Health & Wellness,7.97,5,1.99,41.84,02/02/2025,16:02:59,Credit Card,39.85,0.24,9.56,7.1
ALT-201210,Z,Birmingham,Member,Male,Personal Care,24.34,2,2.43,51.11,05/06/2025,18:59:27,Debit Card,48.68,0.21,10.22,7.5
ALT-201211,Z,Birmingham,Member,Male,Fresh Produce,2.34,4,0.47,9.83,03/04/2025,15:29:39,Credit Card,9.36,0.08,0.75,8.7
ALT-201212,Z,Birmingham,Normal,Female,Baby Products,26.07,1,1.3,27.37,21/02/2025,13:42:18,Cash,26.07,0.18,4.69,8.2
ALT-201213,Z,Birmingham,Member,Male,Household,12.55,1,0.63,13.18,19/05/2025,18:02:46,Mobile Wallet,12.55,0.19,2.38,7.7
ALT-201214,Y,Sheffield,Normal,Male,Beverages,9.67,5,2.42,50.77,28/07/2025,10:50:41,Debit Card,48.35,0.13,6.29,7.0
ALT-201215,Z,Birmingham,Normal,Female,Health & Wellness,14.12,1,0.71,14.83,01/09/2025,15:57:37,Credit Card,14.12,0.24,3.39,6.7
ALT-201216,Z,Birmingham,Member,Male,Fresh Produce,2.65,1,0.13,2.78,12/01/2025,16:38:33,Mobile Wallet,2.65,0.08,0.21,6.3
ALT-201217,Y,Sheffield,Member,Female,Household,13.85,11,7.62,159.97,04/06/2025,12:13:17,Credit Card,152.35,0.19,28.95,4.5
ALT-201218,Y,Sheffield,Member,Male,Household,6.81,4,1.36,28.6,21/02/2025,15:23:50,Mobile Wallet,27.24,0.19,5.18,7.4
ALT-201219,Z,Birmingham,Normal,Male,Health & Wellness,30.19,1,1.51,31.7,06/02/2025,17:00:33,Debit Card,30.19,0.24,7.25,6.0
ALT-201220,Y,Sheffield,Member,Female,Beverages,6.32,8,2.53,53.09,08/04/2025,21:59:56,Mobile Wallet,50.56,0.13,6.57,5.5
ALT-201221,Z,Birmingham,Member,Male,Personal Care,25.98,3,3.9,81.84,25/07/2025,19:40:55,Credit Card,77.94,0.21,16.37,6.2
ALT-201222,Y,Sheffield,Normal,Male,Snacks,4.04,10,2.02,42.42,13/01/2025,20:12:44,Mobile Wallet,40.4,0.17,6.87,4.9
ALT-201223,Z,Birmingham,Member,Female,Snacks,5.71,1,0.29,6.0,24/02/2025,16:03:23,Debit Card,5.71,0.17,0.97,5.4
ALT-201224,X,Liverpool,Normal,Female,Baby Products,7.23,1,0.36,7.59,02/11/2025,15:41:31,Mobile Wallet,7.23,0.18,1.3,6.9
ALT-201225,Y,Sheffield,Normal,Male,Health & Wellness,21.59,2,2.16,45.34,02/09/2025,12:13:06,Credit Card,43.18,0.24,10.36,7.0
ALT-201226,Y,Sheffield,Member,Male,Snacks,2.1,10,1.05,22.05,28/07/2025,15:27:35,Mobile Wallet,21.0,0.17,3.57,8.2
ALT-201227,Y,Sheffield,Member,Female,Baby Products,30.63,11,16.85,353.78,28/01/2025,14:09:50,Debit Card,336.93,0.18,60.65,5.7
ALT-201228,Y,Sheffield,Normal,Female,Household,11.57,4,2.31,48.59,02/05/2025,18:56:54,Debit Card,46.28,0.19,8.79,5.8
ALT-201229,X,Liverpool,Member,Male,Beverages,6.39,10,3.2,67.1,14/08/2025,18:35:21,Mobile Wallet,63.9,0.13,8.31,6.0
ALT-201230,Z,Birmingham,Normal,Male,Fresh Produce,11.25,1,0.56,11.81,11/05/2025,19:33:59,Cash,11.25,0.08,0.9,7.1
ALT-201231,Z,Birmingham,Normal,Male,Personal Care,16.06,2,1.61,33.73,01/12/2025,14:42:03,Debit Card,32.12,0.21,6.75,7.1
ALT-201232,Y,Sheffield,Normal,Female,Beverages,9.91,2,0.99,20.81,24/12/2025,12:45:20,Credit Card,19.82,0.13,2.58,7.4
ALT-201233,Z,Birmingham,Normal,Male,Health & Wellness,45.29,11,24.91,523.1,18/12/2025,14:17:10,Credit Card,498.19,0.24,119.57,6.6
ALT-201234,Y,Sheffield,Member,Female,Bakery,5.12,5,1.28,26.88,20/01/2025,17:01:34,Debit Card,25.6,0.11,2.82,6.1
ALT-201235,Y,Sheffield,Member,Male,Baby Products,13.33,10,6.67,139.97,17/09/2025,11:59:49,Mobile Wallet,133.3,0.18,23.99,7.8
ALT-201236,Z,Birmingham,Normal,Male,Fresh Produce,2.65,7,0.93,19.48,05/08/2025,19:32:19,Mobile Wallet,18.55,0.08,1.48,6.4
ALT-201237,X,Liverpool,Normal,Female,Bakery,3.46,8,1.38,29.06,23/10/2025,20:56:34,Credit Card,27.68,0.11,3.04,4.6
ALT-201238,Y,Sheffield,Normal,Female,Health & Wellness,37.5,5,9.38,196.88,15/07/2025,18:18:51,Credit Card,187.5,0.24,45.0,4.8
ALT-201239,Z,Birmingham,Normal,Male,Fresh Produce,2.62,8,1.05,22.01,06/10/2025,20:21:36,Mobile Wallet,20.96,0.08,1.68,5.6
ALT-201240,Y,Sheffield,Member,Male,Dairy & Eggs,2.09,5,0.52,10.97,23/04/2025,15:45:15,Cash,10.45,0.07,0.73,7.0
ALT-201241,Z,Birmingham,Normal,Male,Beverages,12.34,8,4.94,103.66,22/03/2025,14:23:57,Debit Card,98.72,0.13,12.83,6.1
ALT-201242,X,Liverpool,Normal,Female,Personal Care,9.63,1,0.48,10.11,08/03/2025,13:22:44,Cash,9.63,0.21,2.02,6.9
ALT-201243,Y,Sheffield,Member,Female,Dairy & Eggs,5.51,2,0.55,11.57,12/04/2025,17:13:24,Mobile Wallet,11.02,0.07,0.77,6.0
ALT-201244,X,Liverpool,Normal,Female,Beverages,0.97,2,0.1,2.04,25/07/2025,15:02:24,Mobile Wallet,1.94,0.13,0.25,6.5
ALT-201245,Y,Sheffield,Member,Female,Personal Care,22.36,6,6.71,140.87,22/05/2025,10:28:41,Cash,134.16,0.21,28.17,5.1
ALT-201246,X,Liverpool,Normal,Female,Frozen Foods,4.08,10,2.04,42.84,21/03/2025,17:46:12,Debit Card,40.8,0.1,4.08,7.0
ALT-201247,Y,Sheffield,Member,Male,Health & Wellness,13.18,1,0.66,13.84,07/05/2025,14:34:32,Credit Card,13.18,0.24,3.16,7.4
ALT-201248,X,Liverpool,Normal,Female,Beverages,6.59,5,1.65,34.6,13/05/2025,14:19:39,Debit Card,32.95,0.13,4.28,5.2
ALT-201249,Z,Birmingham,Normal,Male,Fresh Produce,4.94,7,1.73,36.31,27/10/2025,18:58:11,Debit Card,34.58,0.08,2.77,6.3
ALT-201250,Z,Birmingham,Member,Female,Household,4.08,1,0.2,4.28,24/12/2025,19:01:44,Debit Card,4.08,0.19,0.78,5.5
ALT-201251,X,Liverpool,Normal,Male,Beverages,10.04,3,1.51,31.63,29/10/2025,18:13:42,Debit Card,30.12,0.13,3.92,6.2
ALT-201252,Y,Sheffield,Normal,Male,Household,8.94,1,0.45,9.39,20/11/2025,13:33:52,Credit Card,8.94,0.19,1.7,4.8
ALT-201253,X,Liverpool,Member,Female,Fresh Produce,4.59,7,1.61,33.74,20/03/2025,15:44:04,Credit Card,32.13,0.08,2.57,9.2
ALT-201254,X,Liverpool,Member,Female,Bakery,2.06,6,0.62,12.98,12/12/2025,11:15:50,Credit Card,12.36,0.11,1.36,6.8
ALT-201255,X,Liverpool,Normal,Male,Health & Wellness,4.19,1,0.21,4.4,27/05/2025,15:07:27,Debit Card,4.19,0.24,1.01,5.8
ALT-201256,Z,Birmingham,Member,Female,Health & Wellness,30.41,2,3.04,63.86,12/03/2025,21:09:03,Credit Card,60.82,0.24,14.6,7.6
ALT-201257,Y,Sheffield,Normal,Female,Snacks,5.79,9,2.61,54.72,20/03/2025,17:43:25,Cash,52.11,0.17,8.86,6.4
ALT-201258,X,Liverpool,Member,Female,Fresh Produce,5.47,2,0.55,11.49,04/04/2025,19:11:22,Debit Card,10.94,0.08,0.88,7.6
ALT-201259,Z,Birmingham,Member,Male,Personal Care,13.82,6,4.15,87.07,17/02/2025,15:46:41,Cash,82.92,0.21,17.41,6.4
ALT-201260,X,Liverpool,Normal,Female,Health & Wellness,22.35,9,10.06,211.21,27/09/2025,21:29:09,Credit Card,201.15,0.24,48.28,6.5
ALT-201261,X,Liverpool,Normal,Male,Bakery,8.61,5,2.15,45.2,22/03/2025,17:09:05,Credit Card,43.05,0.11,4.74,5.9
ALT-201262,Z,Birmingham,Member,Female,Dairy & Eggs,2.73,6,0.82,17.2,03/07/2025,16:25:01,Credit Card,16.38,0.07,1.15,6.0
ALT-201263,X,Liverpool,Member,Male,Bakery,4.64,1,0.23,4.87,18/11/2025,16:04:45,Debit Card,4.64,0.11,0.51,7.9
ALT-201264,Y,Sheffield,Member,Male,Personal Care,15.51,5,3.88,81.43,13/03/2025,13:15:35,Credit Card,77.55,0.21,16.29,7.5
ALT-201265,X,Liverpool,Normal,Female,Personal Care,6.67,1,0.33,7.0,01/11/2025,10:26:14,Credit Card,6.67,0.21,1.4,6.3
ALT-201266,X,Liverpool,Normal,Male,Health & Wellness,7.08,5,1.77,37.17,28/12/2025,17:17:33,Debit Card,35.4,0.24,8.5,6.0
ALT-201267,X,Liverpool,Normal,Male,Health & Wellness,22.17,3,3.33,69.84,08/07/2025,11:09:18,Credit Card,66.51,0.24,15.96,4.7
ALT-201268,Z,Birmingham,Member,Female,Fresh Produce,9.8,2,0.98,20.58,16/08/2025,18:27:35,Debit Card,19.6,0.08,1.57,4.8
ALT-201269,Y,Sheffield,Normal,Female,Health & Wellness,36.75,5,9.19,192.94,09/12/2025,15:10:56,Cash,183.75,0.24,44.1,7.1
